Container_ID,Destination,Goods,Container_Length,Actual_Weight,Shipping_Company,Weight_Difference,Weight_Factor,Destination_Factor,Goods_Factor,Company_Factor,Risk_Score,Decision
C000923,France,Mobile Phones,53,34393,Mediterranean Shipping Company (MSC),393,0.8,0.024,0.27,0.026,0.397,Proceed to further inspection
C000924,Denmark,Frozen Meat,20,22089,Star Container Services,362,0.8,0.02,0.24,0.065,0.395,Proceed to further inspection
C000925,Peru,Rubber,45,29174,TS Lines,124,0.4,0.041,0.27,0.037,0.231,Store to ship
C000926,Poland,Electrical Cables,45,29143,TS Lines,93,0.07,0.029,0.27,0.037,0.085,Store to ship
C000927,Hong Kong,Garments,45,29245,ZIM Integrated Shipping Services,195,0.4,0.03,0.17,0.035,0.212,Store to ship
C000928,Turkey,Lithium Batteries,45,29213,North Korea Shipping Corporation,163,0.4,0.055,0.82,0.085,0.325,Proceed to further inspection
C000929,South Africa,Mobile Phones,40,26670,Unifeeder,110,0.4,0.046,0.27,0.034,0.232,Store to ship
C000930,Sri Lanka,Granite,40,26397,OOCL,383,0.8,0.075,0.29,0.028,0.417,Proceed to further inspection
C000931,Spain,Food Products,53,33684,K Line,316,0.8,0.027,0.16,0.029,0.382,Proceed to further inspection
C000932,Norway,Lubricants,45,29018,Safmarine,32,0.01,0.02,0.37,0.035,0.071,Store to ship
C000933,United States,Copper,45,28699,CMA CGM,351,0.8,0.028,0.35,0.027,0.411,Proceed to further inspection
C000934,Bangladesh,Footwear,45,29284,PIL (Pacific International Lines),234,0.6,0.07,0.19,0.034,0.314,Proceed to further inspection
C000935,Singapore,Aluminum,48,32492,Ocean Network Express (ONE),158,0.4,0.02,0.33,0.027,0.233,Store to ship
C000936,Argentina,Solar Panels,45,29215,Res Trans-Logis,165,0.4,0.05,0.24,0.042,0.23,Store to ship
C000937,Hong Kong,Semiconductors,48,33029,Hamburg Süd,379,0.8,0.03,0.32,0.03,0.407,Proceed to further inspection
C000938,Germany,Paper,48,32348,Unifeeder,302,0.8,0.022,0.21,0.034,0.388,Proceed to further inspection
C000939,Sri Lanka,Natural Gas Equipment,20,21797,Global Ocean Logistics,70,0.07,0.075,0.52,0.04,0.138,Store to ship
C000940,South Africa,Marble,45,28738,Seaboard Marine,312,0.8,0.046,0.28,0.035,0.407,Proceed to further inspection
C000941,Singapore,Automobile Parts,20,21844,COSCO Shipping,117,0.4,0.02,0.31,0.032,0.23,Store to ship
C000942,United States,Furniture,48,33022,Star Container Services,372,0.8,0.028,0.21,0.065,0.393,Proceed to further inspection
C000943,France,Industrial Tools,48,32594,TS Lines,56,0.07,0.024,0.3,0.037,0.088,Store to ship
C000944,Bangladesh,Electrical Cables,40,27168,Yang Ming Marine,388,0.8,0.07,0.27,0.031,0.412,Proceed to further inspection
C000945,Denmark,Plastic Granules,45,28654,Sinokor Merchant Marine,396,0.8,0.02,0.39,0.036,0.416,Proceed to further inspection
C000946,Sweden,Machinery,45,29066,Matson Navigation,16,0.01,0.02,0.34,0.028,0.066,Store to ship
C000947,Chile,Coal,20,21433,Res Trans-Logis,294,0.6,0.039,0.53,0.042,0.357,Proceed to further inspection
C000948,Poland,Medical Equipment,20,21984,K Line,257,0.6,0.029,0.23,0.029,0.307,Proceed to further inspection
C000949,Brazil,Lubricants,45,28748,SM Line,302,0.8,0.052,0.37,0.036,0.423,Proceed to further inspection
C000950,Sweden,Mobile Phones,45,29106,Roy Shipping Agency,56,0.07,0.02,0.27,0.079,0.086,Store to ship
C000951,Oman,Copper,48,32441,Nippon Yusen Kaisha (NYK),209,0.6,0.038,0.35,0.029,0.328,Proceed to further inspection
C000952,Sweden,Heavy Machinery,48,32963,Black Sea Shipping,313,0.8,0.02,0.49,0.055,0.433,Proceed to further inspection
C000953,Philippines,Dairy Products,45,29281,Bahri,231,0.6,0.043,0.2,0.037,0.307,Proceed to further inspection
C000954,Germany,Tea,40,26834,Mediterranean Shipping Company (MSC),54,0.07,0.022,0.17,0.026,0.066,Store to ship
C000955,Ukraine,Computers,45,29422,Mediterranean Shipping Company (MSC),372,0.8,0.055,0.26,0.026,0.406,Proceed to further inspection
C000956,Sweden,Electrical Cables,40,27015,Baltic Shipping Company,235,0.6,0.02,0.27,0.041,0.311,Proceed to further inspection
C000957,Philippines,Sugar,53,34055,Crowley Maritime,55,0.07,0.043,0.18,0.033,0.075,Store to ship
C000958,Kenya,Plastic Granules,53,33705,Bahri,295,0.6,0.049,0.39,0.037,0.339,Proceed to further inspection
C000959,Vietnam,Batteries,20,22060,Evergreen Marine,333,0.8,0.048,0.68,0.029,0.469,Proceed to further inspection
C000960,Hong Kong,Chemicals,48,32501,Syrian Shipping Lines,149,0.4,0.03,0.71,0.075,0.299,Store to ship
C000961,Ukraine,Scientific Instruments,20,21816,SITC International,89,0.07,0.055,0.25,0.038,0.09,Store to ship
C000962,Sri Lanka,Leather Goods,20,21450,Seaboard Marine,277,0.6,0.075,0.22,0.035,0.321,Proceed to further inspection
C000963,United Kingdom,Industrial Chemicals,40,26555,Mediterranean Shipping Company (MSC),225,0.6,0.025,0.75,0.026,0.385,Proceed to further inspection
C000964,Denmark,Computers,20,21965,Syrian Shipping Lines,238,0.6,0.02,0.26,0.075,0.313,Proceed to further inspection
C000965,Germany,Marble,53,33801,OOCL,199,0.4,0.022,0.28,0.028,0.226,Store to ship
C000966,Turkey,Lithium Batteries,45,28941,SM Line,109,0.4,0.055,0.82,0.036,0.32,Proceed to further inspection
C000967,Denmark,Computers,45,29137,APL,87,0.07,0.02,0.26,0.031,0.08,Store to ship
C000968,Vietnam,Wheat,45,29071,X-Press Feeders,21,0.01,0.048,0.17,0.036,0.049,Store to ship
C000969,Portugal,Industrial Tools,48,32394,Crowley Maritime,256,0.6,0.025,0.3,0.033,0.317,Proceed to further inspection
C000970,Thailand,Semiconductors,45,29170,Matson Navigation,120,0.4,0.042,0.32,0.028,0.238,Store to ship
C000971,Nigeria,Lubricants,48,32806,Emirates Shipping Line,156,0.4,0.065,0.37,0.034,0.254,Store to ship
C000972,Canada,Solar Panels,40,26501,Hamburg Süd,279,0.6,0.024,0.24,0.03,0.307,Proceed to further inspection
C000973,Portugal,Vehicles,48,32663,Mediterranean Shipping Company (MSC),13,0.01,0.025,0.36,0.026,0.07,Store to ship
C000974,Italy,Industrial Chemicals,40,26385,Yang Ming Marine,395,0.8,0.026,0.75,0.031,0.473,Proceed to further inspection
C000975,United States,Vegetables,53,33980,Emirates Shipping Line,20,0.01,0.028,0.14,0.034,0.038,Store to ship
C000976,United Arab Emirates,Electronics,48,33007,Evergreen Marine,357,0.8,0.045,0.28,0.029,0.406,Proceed to further inspection
C000977,South Africa,Vegetables,53,33901,Unifeeder,99,0.07,0.046,0.14,0.034,0.07,Store to ship
C000978,Vietnam,Petroleum Products,53,33679,Bahri,321,0.8,0.048,0.84,0.037,0.494,Proceed to further inspection
C000979,Hong Kong,Natural Gas Equipment,48,32526,Evergreen Marine,124,0.4,0.03,0.52,0.029,0.265,Store to ship
C000980,France,Industrial Chemicals,48,32426,North Korea Shipping Corporation,224,0.6,0.024,0.75,0.085,0.39,Proceed to further inspection
C000981,Sri Lanka,Tea,20,21683,Safmarine,44,0.01,0.075,0.17,0.035,0.058,Store to ship
C000982,Netherlands,Footwear,48,32423,X-Press Feeders,227,0.6,0.021,0.19,0.036,0.299,Store to ship
C000983,Spain,Lithium Batteries,53,34214,PIL (Pacific International Lines),214,0.6,0.027,0.82,0.034,0.398,Proceed to further inspection
C000984,Belgium,Solvents,45,29232,APL,182,0.4,0.023,0.78,0.031,0.303,Proceed to further inspection
C000985,Vietnam,Corn,40,26880,Matson Navigation,100,0.07,0.048,0.16,0.028,0.073,Store to ship
C000986,South Africa,Vaccines,20,21420,Sinokor Merchant Marine,307,0.8,0.046,0.19,0.036,0.393,Proceed to further inspection
C000987,United States,Granite,53,33629,Black Sea Shipping,371,0.8,0.028,0.29,0.055,0.404,Proceed to further inspection
C000988,Pakistan,Solvents,20,22113,Unifeeder,386,0.8,0.06,0.78,0.034,0.488,Proceed to further inspection
C000989,Greece,Natural Gas Equipment,53,33812,Res Trans-Logis,188,0.4,0.024,0.52,0.042,0.265,Store to ship
C000990,Canada,Ceramics,53,34329,Matson Navigation,329,0.8,0.024,0.25,0.028,0.395,Proceed to further inspection
C000991,Denmark,Wheat,53,33854,X-Press Feeders,146,0.4,0.02,0.17,0.036,0.209,Store to ship
C000992,Poland,Machinery,48,32822,SITC International,172,0.4,0.029,0.34,0.038,0.238,Store to ship
C000993,Poland,Granite,20,21741,Hyundai Merchant Marine (HMM),14,0.01,0.029,0.29,0.03,0.061,Store to ship
C000994,Taiwan,Garments,20,22058,Yang Ming Marine,331,0.8,0.032,0.17,0.031,0.385,Proceed to further inspection
C000995,Malaysia,Sand,20,21746,Safmarine,19,0.01,0.073,0.42,0.035,0.096,Store to ship
C000996,Mexico,Automobile Parts,48,32363,Hyundai Merchant Marine (HMM),287,0.6,0.036,0.31,0.03,0.321,Proceed to further inspection
C000997,Bangladesh,Timber,20,21977,Maersk,250,0.6,0.07,0.29,0.025,0.329,Proceed to further inspection
C000998,Poland,Machinery,53,34248,Star Container Services,248,0.6,0.029,0.34,0.065,0.327,Proceed to further inspection
C000999,Malaysia,Food Products,48,32312,Bahri,338,0.8,0.073,0.16,0.037,0.397,Proceed to further inspection
C001000,South Africa,Industrial Tools,53,34035,Global Ocean Logistics,35,0.01,0.046,0.3,0.04,0.069,Store to ship
